treated,age,age_2,educ,nodegree,black,hisp,married,re75,re75_dummy,re74,re74_dummy,re_diff_pre,afdc75,nchildren75,haschild,re79
0.0,25,625,10,1,1,0,0,1238.203,1,0.0,0,1238.203,1,1,1,0.0
0.0,31,961,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,32,1024,8,1,1,0,0,4721.064,1,4721.064,1,0.0,1,6,1,6579.124
0.0,45,2025,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,2169.61
0.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1729.015
0.0,23,529,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4304.588
0.0,27,729,10,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,12344.4
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,39,1521,11,1,1,0,0,994.7104,1,1326.281,1,-331.5705999999999,1,2,1,8616.519
0.0,24,576,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,24,576,10,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,38,1444,12,0,1,0,0,7286.668,1,7286.668,1,0.0,1,4,1,20155.68
0.0,41,1681,7,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,32,1024,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,20,400,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1354.493
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,2116.411
0.0,56,3136,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,30,900,10,1,1,0,0,468.3711,1,468.3711,1,0.0,1,4,1,1053.44
0.0,39,1521,9,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,24,576,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,4469.914
0.0,40,1600,11,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,34,1156,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,28,784,7,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,6601.101
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,332.6226
0.0,33,1089,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,5037.248
0.0,29,841,8,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,1370.401
0.0,31,961,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,27,729,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,28699.71
0.0,33,1089,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10265.77
0.0,37,1369,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,11524.87
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,22,484,12,0,1,0,0,4353.599,1,4353.599,1,0.0,1,1,1,1592.777
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1663.255
0.0,29,841,12,0,1,0,1,2579.292,1,4159.719,1,-1580.427,1,1,1,28287.27
0.0,26,676,12,0,1,0,0,8466.21,1,8770.192,1,-303.982,1,1,1,1174.648
0.0,37,1369,12,0,0,1,0,0.0,0,0.0,0,0.0,1,1,1,12249.01
0.0,42,1764,12,0,0,0,0,3837.718,1,3837.718,1,0.0,1,2,1,2691.381
0.0,44,1936,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10512.79
0.0,30,900,12,0,0,0,0,0.0,0,0.0,0,0.0,1,1,1,10425.33
0.0,34,1156,11,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,41,1681,11,1,1,0,0,7905.711,1,12961.12,1,-5055.409000000001,1,3,1,0.0
0.0,23,529,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7784.189
0.0,33,1089,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,13198.79
0.0,34,1156,10,1,1,0,0,5276.65,1,5276.65,1,0.0,1,4,1,10391.0
0.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,10373.83
0.0,47,2209,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,35,1225,11,1,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,26,676,12,0,1,0,0,6715.794,1,6715.794,1,0.0,1,1,1,1670.591
0.0,33,1089,11,1,1,0,0,3384.784,1,3384.784,1,0.0,1,2,1,0.0
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,7469.574
0.0,27,729,9,1,1,0,0,340.3062,1,340.3062,1,0.0,1,1,1,918.291
0.0,35,1225,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10564.38
0.0,36,1296,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,1178.207
0.0,40,1600,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,8255.992
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,725.0278
0.0,39,1521,10,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,40,1600,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,51,2601,12,0,0,0,0,5059.074,1,7199.428,1,-2140.3540000000003,1,1,1,13067.04
0.0,35,1225,11,1,1,0,0,10762.51,1,10762.51,1,0.0,1,4,1,8421.887
0.0,45,2025,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,10858.49
0.0,29,841,9,1,1,0,0,2634.198,1,2634.198,1,0.0,1,5,1,1560.29
0.0,32,1024,10,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,2420.749
0.0,45,2025,9,1,0,1,0,2302.464,1,2762.957,1,-460.493,1,2,1,6224.645
0.0,40,1600,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,43,1849,4,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,669.0803
0.0,32,1024,7,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,21,441,10,1,1,0,0,1680.27,1,1680.27,1,0.0,1,1,1,0.0
0.0,40,1600,9,1,0,0,0,6661.198,1,7061.538,1,-400.3399999999992,1,1,1,0.0
0.0,46,2116,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,34,1156,9,1,1,0,0,0.0,0,0.0,0,0.0,1,0,0,7262.086
0.0,30,900,8,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,5867.479
0.0,34,1156,11,1,0,1,0,0.0,0,0.0,0,0.0,1,6,1,22588.15
0.0,37,1369,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,1651.558
0.0,42,1764,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,31,961,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,2460.883
0.0,37,1369,6,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,11554.6
0.0,50,2500,0,1,0,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,44,1936,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,6969.061
0.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,39,1521,8,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,25,625,10,1,1,0,0,350.7207,1,618.5357,1,-267.815,1,1,1,451.5239
0.0,36,1296,8,1,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,350.2761
0.0,34,1156,12,0,0,1,0,0.0,0,0.0,0,0.0,1,3,1,6107.611
0.0,37,1369,11,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,9,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,7192.977
0.0,29,841,12,0,0,0,0,0.0,0,0.0,0,0.0,1,2,1,6285.696
0.0,27,729,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,33,1089,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,40,1600,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8032.429
0.0,36,1296,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,24,576,11,1,1,0,0,1556.428,1,3735.427,1,-2178.999,1,1,1,4902.982
0.0,51,2601,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,45,2025,4,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,7436.785
0.0,24,576,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,8710.938
0.0,44,1936,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,43,1849,12,0,1,0,0,0.0,0,0.0,0,0.0,1,0,0,6602.759
0.0,41,1681,13,0,1,0,0,1429.898,1,2144.846,1,-714.9480000000001,1,2,1,0.0
0.0,40,1600,10,1,1,0,0,468.072,1,468.072,1,0.0,1,1,1,0.0
0.0,54,2916,12,0,0,0,0,0.0,0,0.0,0,0.0,1,2,1,3949.022
0.0,48,2304,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,101.7613
0.0,31,961,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,358.3735
0.0,20,400,12,0,1,0,0,229.07,1,229.07,1,0.0,1,1,1,0.0
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,10651.01
0.0,32,1024,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,41,1681,0,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,9682.834
0.0,30,900,8,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,27,729,9,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,2613.061
0.0,28,784,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,705.4962
0.0,35,1225,6,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,9682.834
0.0,33,1089,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,2393.602
0.0,24,576,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,41,1681,10,1,1,0,1,1641.403,1,0.0,0,1641.403,1,2,1,0.0
0.0,36,1296,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,38,1444,11,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,42,1764,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,10089.68
0.0,25,625,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,34,1156,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,11884.87
0.0,53,2809,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7982.328
0.0,37,1369,11,1,1,0,0,0.0,0,0.0,0,0.0,1,6,1,0.0
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,5535.669
0.0,48,2304,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,15689.8
0.0,36,1296,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,1233.394
0.0,28,784,12,0,0,1,0,0.0,0,0.0,0,0.0,1,1,1,10028.54
0.0,46,2116,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,35,1225,12,0,1,0,0,2283.375,1,2283.375,1,0.0,1,6,1,10274.84
0.0,25,625,7,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,36,1296,10,1,1,0,0,2978.673,1,2978.673,1,0.0,1,1,1,2106.88
0.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,33,1089,7,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,42,1764,6,1,0,1,1,0.0,0,0.0,0,0.0,1,1,1,576.7603
0.0,27,729,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,2444.29
0.0,26,676,10,1,1,0,0,2075.271,1,4287.725,1,-2212.454,1,1,1,1921.347
0.0,29,841,8,1,1,0,0,9031.387,1,9031.387,1,0.0,1,3,1,8520.178
0.0,35,1225,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,34,1156,12,0,1,0,0,1976.01,1,4742.425,1,-2766.415,1,2,1,7677.063
0.0,38,1444,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,35,1225,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,31,961,11,1,1,0,1,0.0,0,0.0,0,0.0,1,1,1,13341.86
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,41,1681,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,32,1024,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,7621.09
0.0,28,784,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,11480.96
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,488.4599
0.0,39,1521,10,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,12661.17
0.0,45,2025,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,23,529,8,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,49,2401,8,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,25590.15
0.0,28,784,11,1,1,0,0,352.9213,1,352.9213,1,0.0,1,1,1,0.0
0.0,34,1156,12,0,0,1,0,0.0,0,0.0,0,0.0,1,2,1,7074.404
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,9730.356
0.0,45,2025,11,1,1,0,0,2927.436,1,2927.436,1,0.0,1,2,1,10147.37
0.0,27,729,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,48,2304,12,0,1,0,1,5420.466,1,5111.438,1,309.02800000000025,1,4,1,5907.63
0.0,20,400,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,23,529,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,23,529,12,0,1,0,0,5405.4,1,5896.8,1,-491.40000000000055,1,2,1,0.0
0.0,31,961,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,8257.999
0.0,53,2809,7,1,1,0,0,1595.229,1,1600.688,1,-5.45900000000006,1,2,1,4072.74
0.0,30,900,11,1,1,0,0,1362.021,1,1404.0,1,-41.97900000000004,1,3,1,7452.924
0.0,35,1225,11,1,1,0,1,3328.87,1,3328.87,1,0.0,1,3,1,1015.073
0.0,39,1521,8,1,0,1,0,10934.52,1,10934.52,1,0.0,1,4,1,0.0
0.0,22,484,11,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,10425.33
0.0,39,1521,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,33,1089,11,1,1,0,0,3696.18,1,6090.336,1,-2394.1560000000004,1,3,1,4919.109
0.0,31,961,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,3173.608
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,30,900,11,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,31,961,9,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,37,1369,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,3977.874
0.0,42,1764,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4253.61
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,8201.202
0.0,31,961,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,10564.38
0.0,32,1024,15,0,0,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,35,1225,12,0,1,0,0,2635.045,1,2635.045,1,0.0,1,4,1,0.0
0.0,29,841,12,0,1,0,1,0.0,0,0.0,0,0.0,1,2,1,10374.41
0.0,30,900,11,1,1,0,0,1342.034,1,1176.995,1,165.0390000000002,1,2,1,0.0
0.0,29,841,10,1,1,0,1,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,28,784,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,10181.93
0.0,38,1444,9,1,1,0,0,11457.1,1,11457.1,1,0.0,1,1,1,8567.12
0.0,27,729,11,1,1,0,0,7253.108,1,7253.108,1,0.0,1,2,1,11010.34
0.0,57,3249,9,1,1,0,0,2880.195,1,2436.089,1,444.1060000000002,1,2,1,0.0
0.0,29,841,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,540.7254
0.0,43,1849,16,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,10147.37
0.0,36,1296,12,0,1,0,0,4049.791,1,4049.791,1,0.0,1,1,1,5314.056
0.0,36,1296,12,0,1,0,0,887.0596,1,5322.358,1,-4435.2984,1,4,1,0.0
0.0,48,2304,5,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,34,1156,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,13345.5
0.0,38,1444,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,2302.709
0.0,32,1024,6,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,34,1156,12,0,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,38,1444,11,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,10666.37
0.0,26,676,12,0,1,0,0,10772.33,1,10772.33,1,0.0,1,1,1,3803.896
0.0,41,1681,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,33,1089,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,30,900,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,22,484,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,5960.872
0.0,30,900,11,1,1,0,0,1249.746,1,1949.007,1,-699.261,1,2,1,5537.305
0.0,29,841,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,2074.287
0.0,29,841,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7333.67
0.0,45,2025,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,9452.241
0.0,35,1225,12,0,1,0,0,2247.651,1,2451.983,1,-204.33200000000036,1,1,1,8707.301
0.0,36,1296,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,32,1024,7,1,0,0,0,0.0,0,0.0,0,0.0,1,1,1,4919.619
0.0,46,2116,8,1,1,0,0,5972.811,1,5972.811,1,0.0,1,2,1,976.948
0.0,39,1521,12,0,1,0,1,101.4756,1,243.5415,1,-142.0659,1,6,1,0.0
0.0,28,784,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,14247.89
0.0,25,625,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,36,1296,8,1,0,1,0,0.0,0,0.0,0,0.0,1,2,1,2573.561
0.0,25,625,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,23,529,12,0,1,0,0,745.6727,1,1491.345,1,-745.6723000000001,1,1,1,4348.007
0.0,31,961,12,0,0,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,34,1156,11,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,0.0
0.0,49,2401,8,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,30,900,7,1,0,1,0,993.8663,1,1192.64,1,-198.77370000000008,1,3,1,6984.714
0.0,39,1521,11,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,8212.619
0.0,23,529,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4943.881
0.0,27,729,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,30,900,5,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,8409.708
0.0,32,1024,10,1,1,0,0,1048.61,1,2192.548,1,-1143.938,1,2,1,0.0
0.0,34,1156,11,1,0,0,0,397.2343,1,0.0,0,397.2343,1,2,1,0.0
0.0,29,841,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,9267.858
0.0,26,676,11,1,1,0,1,4852.217,1,4852.217,1,0.0,1,1,1,14898.28
0.0,34,1156,11,1,1,0,0,5739.305,1,5739.305,1,0.0,1,4,1,2977.246
0.0,33,1089,10,1,1,0,0,1326.788,1,1326.788,1,0.0,1,3,1,0.0
0.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,16599.05
0.0,30,900,8,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,8896.331
0.0,39,1521,11,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,33,1089,11,1,1,0,0,256.9216,1,0.0,0,256.9216,1,1,1,6239.714
0.0,48,2304,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,5560.227
0.0,27,729,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,10703.28
0.0,42,1764,12,0,0,0,0,0.0,0,0.0,0,0.0,1,1,1,5212.663
0.0,36,1296,6,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,24066.09
0.0,24,576,10,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,31,961,10,1,0,1,0,0.0,0,0.0,0,0.0,1,4,1,0.0
0.0,28,784,8,1,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,35,1225,11,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,34,1156,11,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,9909.351
0.0,44,1936,8,1,1,0,0,8677.701,1,8677.701,1,0.0,1,4,1,7588.612
0.0,33,1089,9,1,1,0,0,2859.912,1,3119.904,1,-259.9920000000002,1,3,1,8340.26
0.0,35,1225,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,28,784,9,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,31,961,12,0,1,0,0,1151.358,1,1151.358,1,0.0,1,1,1,7645.292
0.0,35,1225,10,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,10581.9
0.0,30,900,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,12030.18
0.0,40,1600,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,41,1681,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,14795.26
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
0.0,30,900,12,0,0,1,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,12162.83
0.0,31,961,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,35,1225,10,1,1,0,0,4933.566,1,5382.072,1,-448.5060000000003,1,6,1,9452.915
0.0,26,676,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1394.012
0.0,29,841,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4007.637
0.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,3543.683
0.0,24,576,12,0,1,0,0,1191.268,1,1604.565,1,-413.297,1,2,1,16749.6
0.0,41,1681,10,1,1,0,0,1288.903,1,1288.903,1,0.0,1,4,1,585.3618
0.0,40,1600,12,0,1,0,0,0.0,0,0.0,0,0.0,1,6,1,8479.318
0.0,27,729,8,1,1,0,0,4546.943,1,6062.591,1,-1515.648,1,1,1,2359.949
0.0,35,1225,13,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,4517.694
0.0,40,1600,5,1,0,1,0,0.0,0,0.0,0,0.0,1,1,1,8760.18
0.0,25,625,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1027.143
0.0,26,676,7,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,11204.36
0.0,22,484,12,0,1,0,0,0.0,0,0.0,0,0.0,1,1,1,10374.41
0.0,26,676,10,1,1,0,0,7561.637,1,7561.637,1,0.0,1,1,1,0.0
0.0,25,625,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,4357.523
0.0,28,784,9,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,28,784,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,32,1024,11,1,1,0,1,0.0,0,0.0,0,0.0,1,2,1,10477.15
0.0,33,1089,13,0,1,0,0,1065.703,1,1420.937,1,-355.2339999999999,1,4,1,9778.729
0.0,33,1089,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,34,1156,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,7740.149
0.0,37,1369,10,1,0,1,1,0.0,0,0.0,0,0.0,1,3,1,0.0
0.0,39,1521,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
0.0,26,676,8,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,13832.6
0.0,34,1156,10,1,1,0,0,0.0,0,0.0,0,0.0,1,0,0,0.0
0.0,22,484,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
1.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
1.0,38,1444,12,0,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
1.0,24,576,7,1,1,0,0,1184.078,1,1578.77,1,-394.692,1,1,1,0.0
1.0,34,1156,9,1,0,1,0,0.0,0,0.0,0,0.0,1,5,1,0.0
1.0,39,1521,10,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,6605.289
1.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
1.0,35,1225,10,1,1,0,0,0.0,0,0.0,0,0.0,1,3,1,0.0
1.0,32,1024,10,1,1,0,0,0.0,0,0.0,0,0.0,1,5,1,10425.33
1.0,31,961,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,4174.622
1.0,27,729,10,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
1.0,40,1600,9,1,0,1,0,0.0,0,0.0,0,0.0,1,5,1,0.0
1.0,24,576,11,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
1.0,30,900,12,0,1,0,0,0.0,0,0.0,0,0.0,1,4,1,0.0
1.0,37,1369,9,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,0.0
1.0,22,484,7,1,1,0,0,0.0,0,0.0,0,0.0,1,1,1,1931.247
1.0,37,1369,12,0,1,0,0,0.0,0,0.0,0,0.0,1,2,1,0.0
1.0,33,1089,7,1,1,0,0,0.0,0,0.0,0,0.0,1,2,1,540.7254
1.0,34,1156,9,1,1,0,0,0.0,0,0.0,0,0.0,1,4,1,11550.23
