"train","age","educ","black","hisp","married","re74","re75","unem75","unem74","re78"
0,41,12,1,0,1,21.5519008636475,24.8854999542236,0,0,21.4270000457764
0,35,13,1,0,1,21.5519008636475,25.9596996307373,0,0,26.4231986999512
0,24,14,1,0,1,21.8693008422852,26.3535003662109,0,0,18.7670993804932
0,26,14,1,0,1,21.9437999725342,25.9596996307373,0,0,36.9431991577148
0,30,17,1,0,1,22.1396999359131,27.9290008544922,0,0,33.2488021850586
0,25,12,1,0,1,22.1396999359131,33.2999992370605,0,0,29.554500579834
0,29,12,1,0,1,22.5315990447998,18.6194000244141,0,0,23.6436004638672
0,24,12,1,0,0,22.5315990447998,26.8548011779785,0,0,29.554500579834
0,31,12,1,0,1,22.7275009155273,1.50387001037598,0,0,27.7813014984131
0,33,12,1,0,1,23.5111999511719,14.3225994110107,0,0,23.6436004638672
0,28,16,1,0,1,23.5111999511719,16.1128997802734,0,0,22.0180988311768
0,43,12,1,0,1,23.5111999511719,19.4214000701904,0,0,13.5595998764038
0,37,17,1,0,1,23.5111999511719,19.6935005187988,0,0,76.841796875
0,37,17,1,0,1,23.5111999511719,19.6935005187988,0,0,76.841796875
0,42,12,1,0,0,23.5111999511719,21.4839000701904,0,0,22.165901184082
0,26,12,1,0,1,23.5111999511719,21.4839000701904,0,0,31.6233005523682
0,33,12,1,0,1,23.5111999511719,23.2741985321045,0,0,36.9431991577148
0,47,14,1,0,1,23.5111999511719,25.5658016204834,0,0,23.9745998382568
0,51,12,1,0,1,23.5111999511719,25.601598739624,0,0,25.1214008331299
0,47,12,1,0,1,23.5111999511719,32.2257995605469,0,0,17.7326984405518
0,45,12,1,0,1,24.4908008575439,21.4839000701904,0,0,28.0768013000488
0,35,13,1,0,1,24.4908008575439,23.2741985321045,0,0,25.1214008331299
0,26,14,1,0,1,24.4908008575439,25.7180004119873,0,0,26.6434001922607
0,43,12,1,0,1,24.4908008575439,29.355899810791,0,0,35.4653968811035
0,43,13,1,0,1,24.4908008575439,34.0161018371582,0,0,39.8986015319824
0,27,12,1,0,1,24.6868000030518,22.5580997467041,0,0,22.6091995239258
0,26,12,1,0,1,25.088399887085,23.2741985321045,0,0,29.554500579834
0,28,12,1,0,0,25.4705009460449,19.6935005187988,0,0,26.599100112915
0,35,12,1,0,1,25.4705009460449,21.4839000701904,0,0,26.599100112915
0,32,12,1,0,1,25.4705009460449,22.378999710083,0,0,31.7710990905762
0,27,15,1,0,0,25.4705009460449,24.1694011688232,0,0,29.554500579834
0,43,12,1,0,1,25.4705009460449,25.0645008087158,0,0,25.1214008331299
0,32,16,1,0,1,25.4705009460449,25.4225997924805,0,0,30.1455993652344
0,45,12,1,0,1,25.4705009460449,26.695499420166,0,0,27.8980007171631
0,45,12,1,0,1,25.4705009460449,26.695499420166,0,0,27.8980007171631
0,43,12,1,0,1,26.4500999450684,14.3225994110107,0,0,29.554500579834
0,27,12,1,0,1,26.4500999450684,18.7984008789062,0,0,31.0323009490967
0,31,15,1,0,0,26.4500999450684,26.8548011779785,0,0,25.8601989746094
0,26,17,1,0,0,26.8419990539551,25.2434997558594,0,0,20.392599105835
0,24,12,1,0,1,26.8419990539551,31.68869972229,0,0,33.8398971557617
0,48,12,1,0,1,26.9085998535156,22.5580997467041,0,0,36.9431991577148
0,21,12,1,0,1,27.0379009246826,16.5604991912842,0,0,20.6881999969482
0,44,12,1,0,1,27.4296989440918,21.4839000701904,0,0,22.6091995239258
0,40,12,1,0,1,27.4296989440918,23.2741985321045,0,0,38.4208984375
0,26,16,1,0,1,27.4296989440918,25.0645008087158,0,0,32.5099983215332
0,55,17,1,0,1,27.4296989440918,26.8548011779785,0,0,17.8065986633301
0,30,14,1,0,1,27.4296989440918,26.8924007415771,0,0,20.6881999969482
0,27,13,1,0,1,27.4296989440918,30.4354991912842,0,0,24.9736003875732
0,26,13,1,0,1,28.1056995391846,37.5968017578125,0,0,58.6539001464844
0,29,16,1,0,1,28.4094009399414,32.2257995605469,0,0,29.554500579834
0,29,12,1,0,0,29.1930999755859,15.3968000411987,0,0,31.0323009490967
0,50,12,1,0,1,29.1930999755859,17.9032001495361,0,0,25.1214008331299
0,37,12,1,0,1,29.3889999389648,22.378999710083,0,0,19.2103996276855
0,37,12,1,0,1,29.3889999389648,22.378999710083,0,0,19.2103996276855
0,46,12,1,0,1,29.3889999389648,30.4354991912842,0,0,22.165901184082
0,37,12,1,0,1,29.3889999389648,32.2257995605469,0,0,44.3318023681641
0,47,14,1,0,1,29.3910007476807,27.75,0,0,36.6476020812988
0,35,15,1,0,1,29.4771995544434,34.0984992980957,0,0,19.0626983642578
0,35,15,1,0,1,29.4771995544434,34.0984992980957,0,0,19.0626983642578
0,30,12,1,0,1,30.7584991455078,35.4483985900879,0,0,48.2477989196777
0,28,15,1,0,1,30.7683010101318,33.486198425293,0,0,30.8283004760742
0,44,16,1,0,1,31.644100189209,30.6216983795166,0,0,23.4959011077881
0,28,12,1,0,1,32.3278999328613,32.2257995605469,0,0,39.8986015319824
0,41,16,1,0,1,33.3074989318848,23.2741985321045,0,0,22.165901184082
0,41,16,1,0,1,33.3074989318848,23.2741985321045,0,0,22.165901184082
0,41,16,1,0,1,33.3074989318848,23.2741985321045,0,0,22.165901184082
0,33,17,1,0,1,33.3074989318848,29.5403003692627,0,0,17.7326984405518
0,32,13,1,0,1,33.3074989318848,37.5968017578125,0,0,46.8912010192871
0,28,12,1,0,1,33.5035018920898,26.8548011779785,0,0,25.1214008331299
0,25,14,1,0,1,33.6993980407715,17.7241992950439,0,0,25.1214008331299
0,38,12,1,0,1,34.4831008911133,23.6323013305664,0,0,19.2103996276855
0,38,12,1,0,1,35.2667999267578,25.0645008087158,0,0,36.9431991577148
0,25,14,1,0,1,35.2667999267578,25.601598739624,0,0,33.1011009216309
0,53,12,1,0,1,35.2667999267578,42.967700958252,0,0,35.4653968811035
0,28,12,1,0,1,39.1852989196777,36.7768020629883,0,0,34.7266006469727
0,29,13,1,0,1,39.1852989196777,37.5968017578125,0,0,38.4208984375
0,38,12,1,0,1,40.570499420166,10.7419004440308,0,0,27.1901988983154
0,36,12,1,0,1,41.7323989868164,37.5968017578125,0,0,31.0323009490967
0,30,12,1,0,1,43.1038970947266,21.4839000701904,0,0,26.599100112915
0,29,17,1,0,1,50.9408988952637,41.1773986816406,0,0,39.603099822998
0,48,17,1,0,1,58.7779998779297,51.842399597168,0,0,59.1091003417969
0,54,3,1,0,0,0,0,1,1,0.221658989787102
0,54,3,1,0,1,0,0,1,1,0
0,54,3,1,0,1,0,0,1,1,0
0,54,3,1,0,1,0,0,1,1,0
0,53,4,1,0,0,0,0,1,1,0
0,51,4,1,0,1,0,0,1,1,0
0,51,5,1,0,0,0,0,1,1,0
0,46,6,1,0,1,0,0,1,1,0
0,41,6,1,0,1,0,0,1,1,0
0,45,7,1,0,1,0,0,1,1,11.8218002319336
0,55,8,1,0,1,0,0,1,1,0
0,53,8,1,0,1,0,0,1,1,0
0,45,9,1,0,1,0,0,1,1,0
0,45,9,1,0,1,0,0,1,1,0
0,23,9,1,0,0,0,0,1,1,0.218704000115395
0,54,10,1,0,1,0,0,1,1,0
0,54,10,1,0,1,0,0,1,1,0
0,25,11,1,0,0,0,0,1,1,3.6943199634552
0,23,11,1,0,0,0,0,1,1,0
0,23,11,1,0,0,0,0,1,1,0
0,52,10,1,0,1,0,0,1,1,0
0,43,9,1,0,1,0,0,1,1,0
0,54,4,1,0,1,0,0,1,1,0
0,49,4,1,0,1,0,0,1,1,0
0,21,8,1,0,0,0,0.895161032676697,0,1,2.3052499294281
0,21,11,1,0,0,0,9.84676933288574,0,1,5.61535978317261
0,43,3,1,0,1,0.0176334008574486,0,1,0,0
0,52,6,1,0,1,0.235111996531487,1.24606001377106,0,0,1.47773003578186
0,52,7,1,0,0,0.293890029191971,5.01289987564087,0,0,0
0,29,11,1,0,1,0.783706963062286,0,1,0,23.6436004638672
0,31,6,1,0,0,1.41067004203796,0.555000007152557,0,0,16.0599002838135
0,23,10,1,0,0,1.46944999694824,5.37097024917603,0,0,0
0,19,11,1,0,0,1.56740999221802,0,1,0,0
0,35,9,1,0,0,1.56740999221802,5.37097024917603,0,0,5.91091012954712
0,21,10,1,0,0,1.56740999221802,8.14597034454346,0,0,8.27526950836182
0,41,8,1,0,1,1.71631991863251,8.37870979309082,0,0,7.38862991333008
0,41,8,1,0,1,1.71631991863251,8.37870979309082,0,0,7.38862991333008
0,20,8,1,0,0,1.88090002536774,3.65226006507874,0,0,1.01814997196198
0,30,9,1,0,0,1.95927000045776,0.162918999791145,0,0,16.8090991973877
0,29,10,1,0,0,2.03764009475708,2.68547987937927,0,0,0
0,22,11,1,0,0,2.35112023353577,0,1,0,0.879247009754181
0,25,10,1,0,0,2.83897995948792,5.37097024917603,0,0,11.4375991821289
0,20,8,1,0,0,2.93889999389648,1.83866000175476,0,0,1.2265100479126
0,40,4,1,0,0,2.96240997314453,1.93355000019073,0,0,1.03440999984741
0,22,9,1,0,0,3.13482999801636,4.3451099395752,0,0,13.2995004653931
0,24,10,1,0,0,3.15245985984802,3.90289998054504,0,0,7.44774007797241
0,19,6,1,0,0,3.52667999267578,0,1,0,0
0,50,10,1,0,1,3.52667999267578,0,1,0,0
0,38,3,1,0,1,3.72260999679565,5.72902965545654,0,0,17.7326984405518
0,38,3,1,0,1,3.72260999679565,5.72902965545654,0,0,17.7326984405518
0,43,10,1,0,1,3.91852998733521,2.14838981628418,0,0,0
0,30,6,1,0,1,3.91852998733521,3.4016101360321,0,0,4.43318033218384
0,35,10,1,0,1,3.91852998733521,3.79548001289368,0,0,7.8024001121521
0,35,10,1,0,1,3.91852998733521,3.79548001289368,0,0,7.8024001121521
0,35,10,1,0,1,3.91852998733521,3.79548001289368,0,0,7.8024001121521
0,44,11,1,0,1,3.91852998733521,5.37097024917603,0,0,2.9554500579834
0,23,10,1,0,0,3.91852998733521,7.16129016876221,0,0,6.64976978302002
0,41,8,1,0,1,3.91852998733521,11.1715993881226,0,0,5.91091012954712
0,39,5,1,0,1,4.05176019668579,13.4274005889893,0,0,14.6295003890991
0,39,5,1,0,1,4.05176019668579,13.4274005889893,0,0,14.6295003890991
0,39,5,1,0,1,4.05176019668579,13.4274005889893,0,0,14.6295003890991
0,25,11,1,0,0,4.05567979812622,11.6370992660522,0,0,0
0,38,9,1,0,1,4.22810029983521,7.94187021255493,0,0,11.2454996109009
0,50,9,1,0,1,4.333899974823,7.46923017501831,0,0,6.38378000259399
0,22,11,1,0,1,4.44949007034302,6.18735027313232,0,0,14.5704002380371
0,19,10,1,0,0,4.70224046707153,3.43741989135742,0,0,2.36436009407043
0,25,10,1,0,1,4.70224046707153,4.2824501991272,0,0,4.94743013381958
0,47,6,1,0,1,4.70224046707153,4.2967700958252,0,0,13.4812994003296
0,24,8,1,0,1,4.89816999435425,5.37097024917603,0,0,8.1274995803833
0,44,11,1,0,0,5.17246007919312,6.26612997055054,0,0,0
0,24,11,1,0,1,5.42716979980469,0,1,0,1.32994997501373
0,19,11,1,0,1,5.48594999313354,7.59097003936768,0,0,11.3489007949829
0,22,11,1,0,0,5.48594999313354,13.4274005889893,0,0,8.86636066436768
0,30,6,1,0,1,5.6818699836731,0,1,0,0
0,50,10,1,0,1,5.6818699836731,0,1,0,0
0,26,8,1,0,1,5.6818699836731,4.2967700958252,0,0,7.09309005737305
0,46,6,1,0,0,5.83862018585205,9.67848014831543,0,0,7.87333011627197
0,38,10,1,0,1,5.87779998779297,0,1,0,0
0,24,9,1,0,0,5.87779998779297,5.37097024917603,0,0,13.2995004653931
0,55,3,1,0,1,5.87779998779297,5.37097024917603,0,0,4.13762998580933
0,40,5,1,0,1,5.87779998779297,5.37097024917603,0,0,22.165901184082
0,25,9,1,0,1,5.87779998779297,6.26612997055054,0,0,12.5607004165649
0,43,7,1,0,1,5.87779998779297,6.81575965881348,0,0,0.295545011758804
0,18,11,1,0,0,5.87779998779297,6.93212985992432,0,0,9.4574499130249
0,28,7,1,0,1,5.87779998779297,8.14239025115967,0,0,1.47773003578186
0,52,4,1,0,1,5.87779998779297,11.6370992660522,0,0,22.165901184082
0,22,8,1,0,1,5.87779998779297,12.0310001373291,0,0,0.85708099603653
0,34,7,1,0,1,5.87779998779297,12.5322999954224,0,0,14.7772998809814
0,31,9,1,0,1,6.02475023269653,5.62160968780518,0,0,10.1962995529175
0,27,8,1,0,0,6.26964998245239,6.62418985366821,0,0,7.38862991333008
0,32,11,1,0,1,6.52435970306396,0,1,0,0.930968046188354
0,49,5,1,0,0,6.58314037322998,5.72902965545654,0,0,12.5607004165649
0,33,8,1,0,1,6.66150999069214,8.57923030853271,0,0,9.16928958892822
0,26,8,1,0,1,6.85742998123169,3.58064985275269,0,0,1.99493002891541
0,20,10,1,0,1,6.85742998123169,6.83187007904053,0,0,9.4574499130249
0,45,8,1,0,1,6.85742998123169,9.53705024719238,0,0,9.40869045257568
0,33,11,1,0,1,6.85742998123169,11.6370992660522,0,0,0
0,41,3,1,0,1,6.99066019058228,3.22258019447327,0,0,9.49734973907471
0,25,7,1,0,1,7.13173007965088,10.7419004440308,0,0,8.86636066436768
0,35,11,1,0,1,7.33549022674561,8.55774021148682,0,0,7.38862991333008
0,35,11,1,0,1,7.33549022674561,8.55774021148682,0,0,7.38862991333008
0,41,4,1,0,0,7.49420022964478,5.37097024917603,0,0,5.91091012954712
0,36,6,1,0,0,7.49420022964478,7.44774007797241,0,0,4.43318033218384
0,52,5,1,0,1,7.5235800743103,4.2967700958252,0,0,2.21659016609192
0,52,5,1,0,1,7.5235800743103,4.2967700958252,0,0,2.21659016609192
0,29,10,1,0,1,7.64113998413086,8.12269020080566,0,0,5.91091012954712
0,42,10,1,0,0,7.83706998825073,1.71870994567871,0,0,0
0,22,11,1,0,1,7.83706998825073,5.01289987564087,0,0,3.6943199634552
0,27,11,1,0,1,7.83706998825073,5.37097024917603,0,0,7.38862991333008
0,42,5,1,0,1,7.83706998825073,7.16129016876221,0,0,14.7772998809814
0,42,5,1,0,1,7.83706998825073,7.16129016876221,0,0,14.7772998809814
0,28,9,1,0,1,7.83706998825073,8.23548030853271,0,0,8.71858978271484
0,45,9,1,0,1,7.83706998825073,8.95161056518555,0,0,8.86636066436768
0,45,6,1,0,1,7.83706998825073,8.95161056518555,0,0,9.60521984100342
0,34,9,1,0,1,7.83706998825073,11.2110004425049,0,0,12.0375995635986
0,49,5,1,0,1,7.9448299407959,7.69839000701904,0,0,11.993200302124
0,27,7,1,0,1,7.95461988449097,7.16129016876221,0,0,5.91091012954712
0,21,11,1,0,1,8.03299045562744,4.84818983078003,0,0,8.57080936431885
0,54,6,1,0,1,8.35431003570557,0,1,0,0
0,40,9,1,0,1,8.42484951019287,6.57226991653442,0,0,8.86636066436768
0,41,5,1,0,1,8.42484951019287,10.7419004440308,0,0,8.68903064727783
0,29,10,1,0,1,8.46403026580811,8.32499980926514,0,0,23.6436004638672
0,29,10,1,0,1,8.65995979309082,10.8922996520996,0,0,0.0517204031348228
0,26,10,1,0,1,8.81669998168945,0,1,0,7.38862991333008
0,40,8,1,0,1,8.81669998168945,8.05644989013672,0,0,7.18471002578735
0,40,7,1,0,1,8.81669998168945,8.95161056518555,0,0,11.8218002319336
0,49,7,1,0,0,8.81669998168945,11.2700996398926,0,0,8.96979999542236
0,50,8,1,0,1,8.98519992828369,9.84676933288574,0,0,9.10279941558838
0,24,8,1,0,1,9.00870990753174,13.0334997177124,0,0,16.2549991607666
0,24,10,1,0,1,9.01262950897217,6.62418985366821,0,0,8.9550199508667
0,30,11,1,0,1,9.22815036773682,8.80838966369629,0,0,17.8819999694824
0,26,10,1,0,1,9.40448093414307,4.92338991165161,0,0,17.7326984405518
0,50,5,1,0,1,9.40448093414307,10.1367998123169,0,0,9.26681995391846
0,22,10,1,0,1,9.71796035766602,9.02323055267334,0,0,13.2995004653931
0,40,7,1,0,1,9.73755931854248,8.67411041259766,0,0,9.22101020812988
0,52,5,1,0,1,9.79633045196533,1.07418990135193,0,0,0
0,49,5,1,0,1,9.79633045196533,5.37097024917603,0,0,0
0,20,10,1,0,1,9.79633045196533,5.37097024917603,0,0,7.38862991333008
0,44,5,1,0,1,9.79633045196533,8.95161056518555,0,0,8.86636066436768
0,34,9,1,0,1,9.79633045196533,8.95161056518555,0,0,10.3440999984741
0,46,9,1,0,0,9.79633045196533,9.30967998504639,0,0,8.86636066436768
0,47,4,1,0,0,9.79633045196533,10.7419004440308,0,0,5.91091012954712
0,24,11,1,0,1,9.79633045196533,10.7419004440308,0,0,13.2995004653931
0,39,5,1,0,1,9.79633045196533,10.7419004440308,0,0,19.2103996276855
0,32,11,1,0,0,9.79633045196533,14.3225994110107,0,0,0.886635959148407
0,23,11,1,0,1,9.98050975799561,6.26612997055054,0,0,10.3440999984741
0,39,11,1,0,1,9.99225997924805,11.6370992660522,0,0,7.26006984710693
0,41,10,1,0,1,10.0902004241943,14.7575998306274,0,0,9.75300025939941
0,32,10,1,0,0,10.1881999969482,8.95161056518555,0,0,0
0,40,5,1,0,1,10.1881999969482,12.1742000579834,0,0,0
0,37,11,1,0,1,10.1881999969482,13.9645004272461,0,0,13.2995004653931
0,37,11,1,0,1,10.1881999969482,13.9645004272461,0,0,13.2995004653931
0,50,11,1,0,0,10.1881999969482,17.9032001495361,0,0,14.7772998809814
0,29,10,1,0,1,10.3840999603271,7.30452013015747,0,0,11.5010995864868
0,28,7,1,0,1,10.4879999160767,8.26054954528809,0,0,8.1274995803833
0,39,9,1,0,1,10.5799999237061,9.66773986816406,0,0,11.8218002319336
0,39,9,1,0,1,10.5799999237061,9.66773986816406,0,0,11.8218002319336
0,34,8,1,0,1,10.5799999237061,12.5322999954224,0,0,19.2103996276855
0,53,7,1,0,1,10.5839996337891,17.5254993438721,0,0,15.9269008636475
0,53,7,1,0,1,10.5839996337891,17.5254993438721,0,0,15.9269008636475
0,49,10,1,0,1,10.7760000228882,0,1,0,5.31981992721558
0,49,10,1,0,1,10.7760000228882,0,1,0,5.31981992721558
0,47,6,1,0,1,10.7760000228882,8.05644989013672,0,0,0
0,30,9,1,0,1,10.7760000228882,8.95161056518555,0,0,16.2549991607666
0,31,9,1,0,1,10.7760000228882,8.95161056518555,0,0,5.91091012954712
0,44,7,1,0,1,10.7760000228882,10.7419004440308,0,0,1.07874000072479
0,48,10,1,0,1,10.7857999801636,5.37097024917603,0,0,14.8955001831055
0,27,11,1,0,1,10.8974008560181,3.93870997428894,0,0,7.68418025970459
0,22,11,1,0,0,10.9718999862671,7.16129016876221,0,0,7.6753101348877
0,22,11,1,0,0,11.0699005126953,5.19193983078003,0,0,9.60521984100342
0,26,6,1,0,1,11.4617004394531,9.80738925933838,0,0,7.97972011566162
0,22,9,1,0,1,11.7086000442505,10.4197006225586,0,0,9.07915019989014
0,33,6,1,0,1,11.7399005889893,5.95818996429443,0,0,9.78845977783203
0,34,11,1,0,0,11.7555999755859,2.14838981628418,0,0,15.5160999298096
0,23,11,1,0,1,11.7555999755859,5.81854963302612,0,0,10.0485000610352
0,25,9,1,0,0,11.7555999755859,7.16129016876221,0,0,6.64976978302002
0,28,9,1,0,1,11.7555999755859,7.16129016876221,0,0,11.8218002319336
0,35,11,1,0,1,11.7555999755859,8.95161056518555,0,0,0
0,29,10,1,0,1,11.7555999755859,9.78052997589111,0,0,8.86636066436768
0,42,8,1,0,1,11.7555999755859,10.7419004440308,0,0,11.8218002319336
0,47,11,1,0,1,11.7555999755859,10.7419004440308,0,0,14.2600994110107
0,39,10,1,0,0,11.7555999755859,12.5322999954224,0,0,25.2483997344971
0,43,8,1,0,1,11.7555999755859,12.5322999954224,0,0,12.9300994873047
0,43,8,1,0,1,11.7555999755859,12.5322999954224,0,0,12.9300994873047
0,28,10,1,0,1,11.7555999755859,15.2177000045776,0,0,10.6395998001099
0,47,11,1,0,1,11.7555999755859,16.0538005828857,0,0,0
0,53,4,1,0,1,11.8927001953125,8.95161056518555,0,0,10.3440999984741
0,54,4,1,0,0,11.9339008331299,10.9657001495361,0,0,11.8218002319336
0,44,7,1,0,1,11.9672002792358,14.5660991668701,0,0,14.1477994918823
0,54,3,1,0,1,12.2257995605469,9.6068696975708,0,0,11.8218002319336
0,34,10,1,0,1,12.3434000015259,11.6370992660522,0,0,9.90076923370361
0,48,5,1,0,1,12.3434000015259,13.606499671936,0,0,13.3232002258301
0,22,11,1,0,1,12.5392999649048,21.4839000701904,0,0,13.2995004653931
0,25,10,1,0,1,12.6960000991821,8.95161056518555,0,0,14.7772998809814
0,53,6,1,0,1,12.7351999282837,10.7419004440308,0,0,13.2995004653931
0,31,6,1,0,0,12.7351999282837,10.7419004440308,0,0,5.91091012954712
0,50,6,1,0,1,13.0329999923706,4.09267997741699,0,0,0
0,31,11,1,0,1,13.1270999908447,14.8597002029419,0,0,16.2549991607666
0,21,9,1,0,0,13.1270999908447,16.3276996612549,0,0,8.86636066436768
0,36,11,1,0,1,13.1407995223999,12.5322999954224,0,0,12.811900138855
0,40,10,1,0,1,13.2445993423462,19.6935005187988,0,0,17.7326984405518
0,44,9,1,0,1,13.366099357605,14.6448001861572,0,0,12.4350996017456
0,46,8,1,0,1,13.7149000167847,7.08968019485474,0,0,0
0,48,6,1,0,0,13.7149000167847,11.6370992660522,0,0,10.6042003631592
0,50,7,1,0,1,13.7149000167847,12.5322999954224,0,0,16.2549991607666
0,50,7,1,0,1,13.7149000167847,12.5322999954224,0,0,16.2549991607666
0,26,11,1,0,1,13.7149000167847,13.2484006881714,0,0,11.0829000473022
0,30,10,1,0,0,13.7149000167847,14.3225994110107,0,0,2.36436009407043
0,46,10,1,0,1,13.7149000167847,16.1128997802734,0,0,15.5220003128052
0,50,7,1,0,1,13.7149000167847,17.9032001495361,0,0,16.2549991607666
0,33,10,1,0,0,13.7540998458862,13.9645004272461,0,0,16.9051990509033
0,53,5,1,0,1,14.0087995529175,2.66041994094849,0,0,11.0829000473022
0,24,10,1,0,1,14.4829006195068,10.7419004440308,0,0,11.8218002319336
0,55,3,1,0,1,14.5475997924805,13.4632005691528,0,0,10.3440999984741
0,41,10,1,0,0,14.6787996292114,15.2534999847412,0,0,11.8218002319336
0,25,11,1,0,1,14.6944999694824,6.62418985366821,0,0,7.10786008834839
0,23,11,1,0,1,14.6944999694824,13.4274005889893,0,0,17.7326984405518
0,42,11,1,0,0,14.6944999694824,15.2177000045776,0,0,11.8218002319336
0,36,7,1,0,1,14.6944999694824,15.7547998428345,0,0,19.2103996276855
0,39,6,1,0,1,14.6944999694824,16.4710006713867,0,0,28.0768013000488
0,53,9,1,0,1,14.9453001022339,13.6977996826172,0,0,14.1862001419067
0,53,8,1,0,1,15.0864000320435,15.6492004394531,0,0,12.921199798584
0,31,8,1,0,1,15.1765003204346,10.8510999679565,0,0,19.6049995422363
0,19,11,1,0,0,15.5879001617432,10.7419004440308,0,0,0
0,31,11,1,0,0,15.6740999221802,4.3164701461792,0,0,7.09309005737305
0,25,11,1,0,0,15.6740999221802,6.98225975036621,0,0,13.8905992507935
0,23,11,1,0,1,15.6740999221802,8.41451930999756,0,0,8.86636066436768
0,34,10,1,0,0,15.6740999221802,12.5322999954224,0,0,25.1214008331299
0,37,9,1,0,1,15.6740999221802,16.1128997802734,0,0,19.2103996276855
0,53,6,1,0,1,15.6740999221802,16.1128997802734,0,0,9.97465038299561
0,35,10,1,0,1,15.6740999221802,16.4710006713867,0,0,23.6436004638672
0,54,2,1,0,1,15.6740999221802,16.9902000427246,0,0,18.0961990356445
0,35,11,1,0,1,15.6740999221802,17.9032001495361,0,0,0
0,41,7,1,0,1,15.6740999221802,32.2257995605469,0,0,11.0829000473022
0,51,8,1,0,1,15.9875993728638,5.80065011978149,0,0,0
0,30,7,1,0,1,15.9954996109009,15.3878002166748,0,0,13.1518001556396
0,53,4,1,0,1,16.1424007415771,0.984677016735077,0,0,0
0,48,8,1,0,1,16.2618999481201,11.6370992660522,0,0,5.17203998565674
0,48,8,1,0,1,16.2618999481201,11.6370992660522,0,0,5.17203998565674
0,47,6,1,0,1,16.2618999481201,14.4120998382568,0,0,14.2600994110107
0,47,8,1,0,1,16.3010997772217,17.1298007965088,0,0,17.7326984405518
0,47,8,1,0,1,16.3010997772217,17.1298007965088,0,0,17.7326984405518
0,31,11,1,0,1,16.4539012908936,19.6935005187988,0,0,14.7772998809814
0,35,10,1,0,0,17.0455989837646,14.3225994110107,0,0,16.8460998535156
0,25,7,1,0,0,17.0455989837646,16.1380004882812,0,0,11.8218002319336
0,23,11,1,0,1,17.1161994934082,10.7419004440308,0,0,8.86636066436768
0,55,8,1,0,1,17.2415008544922,17.9032001495361,0,0,16.2549991607666
0,33,11,1,0,1,17.3709011077881,15.8444004058838,0,0,14.7535991668701
0,31,9,1,0,0,17.4375,13.4274005889893,0,0,11.3267993927002
0,42,8,1,0,0,17.6333999633789,10.5629005432129,0,0,0
0,23,9,1,0,1,17.6333999633789,12.5322999954224,0,0,14.7772998809814
0,43,11,1,0,1,17.6333999633789,14.3225994110107,0,0,17.7326984405518
0,43,11,1,0,1,17.6333999633789,14.3225994110107,0,0,17.7326984405518
0,50,9,1,0,1,17.6333999633789,16.1128997802734,0,0,16.2549991607666
0,25,11,1,0,1,17.6333999633789,21.4839000701904,0,0,26.599100112915
0,44,8,1,0,1,17.6333999633789,21.4839000701904,0,0,19.2103996276855
0,36,10,1,0,0,17.6333999633789,21.4839000701904,0,0,17.7326984405518
0,40,2,1,0,1,17.6451988220215,13.4274005889893,0,0,8.86636066436768
0,44,5,1,0,1,17.6883010864258,17.9032001495361,0,0,19.2103996276855
0,46,11,1,0,1,17.8684997558594,17.9032001495361,0,0,13.326099395752
0,44,11,1,0,1,17.9293003082275,18.5888996124268,0,0,19.2103996276855
0,41,10,1,0,1,18.0253009796143,17.3661003112793,0,0,21.4270000457764
0,36,11,1,0,1,18.0253009796143,21.4839000701904,0,0,26.599100112915
0,46,3,1,0,1,18.3190994262695,14.3225994110107,0,0,19.9493007659912
0,36,10,1,0,1,18.4170989990234,16.1128997802734,0,0,22.165901184082
0,27,8,1,0,1,18.4170989990234,22.9160995483398,0,0,31.0323009490967
0,24,11,1,0,0,18.613000869751,20.2306003570557,0,0,31.0323009490967
0,34,11,1,0,1,18.8090000152588,17.9032001495361,0,0,14.7772998809814
0,33,9,1,0,1,19.3966999053955,16.1128997802734,0,0,19.2103996276855
0,20,7,1,0,1,19.5926990509033,11.6370992660522,0,0,14.7772998809814
0,28,11,1,0,1,19.5926990509033,12.8902997970581,0,0,7.13002967834473
0,44,6,1,0,1,19.5926990509033,14.3225994110107,0,0,5.61535978317261
0,25,5,1,0,1,19.5926990509033,16.6499996185303,0,0,28.0768013000488
0,30,11,1,0,1,19.5926990509033,24.5471000671387,0,0,22.165901184082
0,43,6,1,0,1,19.9120006561279,16.1128997802734,0,0,20.6881999969482
0,55,6,1,0,1,19.9629993438721,26.8548011779785,0,0,14.7772998809814
0,53,10,1,0,1,20.0629005432129,15.5024003982544,0,0,13.2995004653931
0,40,11,1,0,1,20.2784004211426,16.1128997802734,0,0,19.2103996276855
0,50,7,1,0,1,20.3841991424561,17.0081005096436,0,0,17.7326984405518
0,38,9,1,0,1,20.3880996704102,22.4076995849609,0,0,16.2549991607666
0,44,10,1,0,1,20.9934997558594,19.1905002593994,0,0,25.0681991577148
0,44,10,1,0,1,20.9934997558594,19.1905002593994,0,0,25.0681991577148
0,34,10,1,0,1,21.5519008636475,10.0830993652344,0,0,18.4715995788574
0,48,6,1,0,1,21.5519008636475,16.1128997802734,0,0,17.7326984405518
0,41,10,1,0,1,21.5519008636475,20.7676982879639,0,0,25.1214008331299
0,33,8,1,0,1,21.5519008636475,22.378999710083,0,0,27.4856986999512
